maskapai,asal,tujuan,tahun,penumpang,harga
rajawali,JOG,DPS,2016,197,3914910
rajawali,BTO,HLP,2014,90,1651180
mataram,PKU,DPS,2015,123,1667871
mataram,CGK,DPS,2017,196,3898064
mataram,KNO,DPS,2014,143,2760878
macan,JOG,BTH,2015,151,2919212
macan,CGK,PDG,2015,144,2781490
mataram,PKU,DPS,2017,133,2557795
rajawali,BDO,UPG,2016,124,2368384
water asia,BDO,PDG,2015,160,1923443
mataram,PKU,PDG,2016,120,2288076
water asia,JOG,HLP,2014,125,2400881
mataram,KNO,BTH,2014,164,3216361
macan,JOG,SRG,2016,162,3167399
water asia,PKU,SRG,2014,90,1652352
country link,JOG,UPG,2016,107,2009681
macan,BDO,BTH,2016,173,3400251
mataram,KNO,HLP,2016,68,1166488
macan,BTO,HLP,2014,130,2487744
country link,BTO,HLP,2015,60,1020255
macan,CGK,HLP,2017,61,1038912
macan,BDO,DPS,2015,61,1026712
country link,BDO,UPG,2016,89,1645477
country link,BDO,HLP,2015,81,1204940
macan,PKU,DPS,2016,110,2098374
mataram,JOG,SRG,2014,200,3974785
macan,JOG,SRG,2014,121,2319237
mataram,JOG,HLP,2015,85,1551804
country link,BTO,UPG,2017,139,2681034
mataram,BDO,PDG,2016,149,3318423
mataram,PKU,DPS,2014,164,3218049
macan,JOG,SRG,2017,192,3809936
rajawali,CGK,PDG,2016,86,1573268
mataram,PKU,BTH,2017,140,2697845
rajawali,JOG,HLP,2014,155,3687755
rajawali,PKU,HLP,2014,143,2760827
water asia,BDO,BTH,2016,160,3125694
water asia,PKU,UPG,2016,181,3576493
country link,PKU,DPS,2014,154,2989901
water asia,JOG,SRG,2015,81,1464321
country link,BDO,PDG,2016,142,2734482
macan,BDO,UPG,2014,152,2957692
mataram,KNO,DPS,2016,79,1416591
water asia,CGK,SRG,2016,138,2656837
macan,CGK,UPG,2017,104,1953443
rajawali,KNO,SRG,2015,153,2967338
water asia,BTO,PDG,2015,92,1687443
country link,JOG,BTH,2014,85,1554300
mataram,JOG,BTH,2017,177,3479701
mataram,PKU,PDG,2015,96,1794094
macan,PKU,UPG,2016,128,2442005
macan,BTO,SRG,2017,83,1509137
country link,PKU,SRG,2015,120,2304432
macan,PKU,UPG,2015,165,3243496
rajawali,BDO,SRG,2014,130,2488626
mataram,BDO,PDG,2016,90,1662968
mataram,PKU,HLP,2017,98,1813630
mataram,KNO,BTH,2014,185,3679672
water asia,KNO,BTH,2015,157,3052652
water asia,CGK,DPS,2015,73,1286903
macan,JOG,PDG,2014,159,3103032
country link,BTO,DPS,2016,100,1865165
macan,PKU,PDG,2015,106,2003029
mataram,JOG,BTH,2016,163,3190943
water asia,BTO,BTH,2014,82,1469682
water asia,CGK,SRG,2016,66,1136453
mataram,CGK,SRG,2016,161,3157880
country link,PKU,PDG,2017,127,2440421
macan,JOG,DPS,2017,186,3692439
rajawali,BTO,BTH,2017,175,3447310
mataram,BTO,UPG,2016,197,3925188
macan,CGK,UPG,2015,121,2314504
mataram,PKU,HLP,2014,166,3260109
mataram,BTO,PDG,2015,192,3799985
mataram,BTO,SRG,2015,165,3246005
water asia,JOG,HLP,2016,195,3880850
mataram,BDO,UPG,2015,173,3401706
macan,CGK,SRG,2017,72,1051673
country link,BTO,DPS,2017,158,3078612
rajawali,BTO,BTH,2016,179,3521462
macan,KNO,SRG,2014,110,2087769
water asia,BDO,BTH,2015,199,3964325
water asia,BDO,PDG,2015,104,1951754
rajawali,JOG,PDG,2014,145,1683835
macan,KNO,BTH,2016,85,1559265
country link,BTO,UPG,2016,190,3776274
water asia,CGK,UPG,2017,199,3952296
mataram,CGK,HLP,2015,199,3952360
water asia,CGK,DPS,2017,103,1921104
mataram,BTO,SRG,2016,93,1723462
rajawali,BTO,SRG,2017,168,3238963
rajawali,KNO,SRG,2016,107,2015616
mataram,BDO,SRG,2016,149,2892890
rajawali,BDO,BTH,2015,135,2593449
water asia,BTO,BTH,2014,150,2906950
macan,BDO,DPS,2014,142,2738167
water asia,BTO,PDG,2015,200,3976457
mataram,BTO,SRG,2017,158,3075780
mataram,CGK,HLP,2017,175,3442658
country link,KNO,DPS,2016,107,2008138
macan,BTO,SRG,2016,164,2754049
country link,PKU,HLP,2017,64,1095858
mataram,BTO,SRG,2016,64,1092080
rajawali,BDO,UPG,2016,151,2924268
mataram,BDO,HLP,2014,119,2281284
mataram,CGK,BTH,2014,138,2652960
country link,JOG,PDG,2014,167,3269652
water asia,KNO,SRG,2016,165,1548669
mataram,BDO,BTH,2017,181,3584681
macan,KNO,BTH,2014,197,3214519
macan,CGK,DPS,2017,96,1048009
rajawali,PKU,DPS,2014,72,1269912
macan,BDO,SRG,2017,165,2101433
country link,JOG,DPS,2017,184,3644176
country link,BDO,HLP,2016,169,3330194
country link,BTO,PDG,2017,128,2452321
country link,CGK,BTH,2017,129,2476663
country link,BDO,SRG,2017,67,1145205
mataram,BDO,PDG,2017,95,1561227
rajawali,PKU,SRG,2017,149,2885827
country link,KNO,UPG,2017,125,2392872
water asia,BDO,UPG,2014,87,1598038
macan,JOG,UPG,2016,147,2838880
macan,BTO,DPS,2014,144,2770357
mataram,JOG,SRG,2016,60,1008510
macan,CGK,SRG,2015,129,2045621
water asia,KNO,HLP,2014,183,3619895
mataram,BDO,UPG,2016,148,2868088
macan,BTO,DPS,2017,199,3965561
macan,BDO,DPS,2014,66,1135197
mataram,KNO,BTH,2017,130,2490047
macan,PKU,BTH,2016,108,2030555
country link,PKU,SRG,2016,78,1396782
macan,BDO,DPS,2016,98,3952259
country link,JOG,UPG,2016,64,1090828
macan,JOG,HLP,2015,199,3951604
mataram,CGK,UPG,2017,129,2468991
country link,PKU,UPG,2014,163,3176072
mataram,BDO,BTH,2016,143,2757379
mataram,KNO,PDG,2014,121,2323635
water asia,KNO,HLP,2017,139,2678108
macan,KNO,SRG,2016,71,1249494
mataram,BTO,PDG,2015,94,1745207
mataram,BTO,HLP,2014,105,1965422
water asia,CGK,HLP,2015,153,2975947
country link,PKU,UPG,2014,71,1246140
rajawali,KNO,SRG,2014,78,1917406
mataram,BTO,PDG,2017,72,1261925
mataram,BTO,SRG,2017,70,1222767
country link,BTO,SRG,2015,157,3064081
water asia,CGK,UPG,2015,98,1825924
macan,JOG,PDG,2017,93,1709259
mataram,BDO,SRG,2016,163,3189827
water asia,JOG,DPS,2016,167,3286669
macan,CGK,HLP,2017,168,1480829
macan,PKU,UPG,2014,92,1689482
country link,KNO,PDG,2015,135,3042452
water asia,BTO,DPS,2016,67,1150984
water asia,CGK,HLP,2016,188,3561779
mataram,BTO,DPS,2017,83,1492823
mataram,BDO,DPS,2016,182,1150684
macan,BDO,UPG,2015,198,3944508
water asia,BDO,BTH,2016,141,2715934
rajawali,JOG,BTH,2017,116,2204547
water asia,PKU,DPS,2016,115,2200867
country link,BTO,UPG,2015,101,1871370
country link,BTO,DPS,2016,182,3591756
country link,JOG,UPG,2014,61,1039482
rajawali,CGK,PDG,2016,107,2028069
country link,CGK,PDG,2017,96,1789634
rajawali,KNO,SRG,2017,136,2618140
macan,KNO,PDG,2014,183,3622674
water asia,PKU,DPS,2016,101,1892278
water asia,JOG,HLP,2014,98,1810017
rajawali,BTO,SRG,2017,126,2420499
macan,PKU,SRG,2016,93,1722798
water asia,JOG,DPS,2014,120,2292871
water asia,BTO,UPG,2016,164,3210501
macan,BDO,HLP,2017,184,3631351
water asia,BTO,UPG,2014,182,3941708
water asia,BTO,SRG,2016,166,3262130
macan,CGK,HLP,2016,196,3896189
rajawali,KNO,HLP,2015,177,3482036
rajawali,BDO,HLP,2016,181,3580811
macan,KNO,DPS,2016,145,2791277
water asia,CGK,UPG,2017,176,3468929
rajawali,BTO,BTH,2015,177,3482602
water asia,KNO,HLP,2015,180,3554193
rajawali,KNO,PDG,2016,129,2472456
water asia,PKU,DPS,2016,147,2838330
macan,BTO,HLP,2016,95,1768000
water asia,BDO,HLP,2017,91,3397973
mataram,BTO,PDG,2015,125,2399441
rajawali,JOG,DPS,2016,116,2204680
country link,JOG,PDG,2015,155,3016569
water asia,PKU,SRG,2014,144,2771245
water asia,JOG,BTH,2016,155,3012881
macan,BDO,SRG,2016,100,1858925
rajawali,BDO,SRG,2014,105,1982184
water asia,BTO,SRG,2017,146,2821679
macan,KNO,UPG,2016,152,2953093
mataram,BTO,PDG,2014,151,2919586
water asia,CGK,DPS,2014,188,3728590
rajawali,CGK,BTH,2017,174,3415550
mataram,JOG,SRG,2016,87,1602558
country link,BDO,BTH,2017,189,3748925
water asia,KNO,PDG,2015,66,1143938
water asia,JOG,DPS,2017,123,2352206
rajawali,CGK,DPS,2016,154,2983084
mataram,BDO,SRG,2015,166,3653312
country link,PKU,SRG,2015,135,2601916
rajawali,KNO,SRG,2014,97,1808032
mataram,JOG,DPS,2015,192,3817668
rajawali,BTO,PDG,2015,191,3398472
macan,JOG,UPG,2017,114,2162515
country link,BTO,PDG,2016,130,2491525
mataram,KNO,HLP,2016,122,2327771
rajawali,JOG,BTH,2017,72,1263376
country link,CGK,BTH,2015,193,3832125
water asia,CGK,PDG,2015,150,2910529
rajawali,BDO,UPG,2017,124,2384251
country link,KNO,HLP,2017,136,2611210
rajawali,CGK,DPS,2016,91,1683186
macan,CGK,PDG,2015,152,2955567
water asia,JOG,DPS,2015,188,3725883
water asia,CGK,PDG,2015,62,1056522
country link,PKU,SRG,2014,146,2831193
mataram,BTO,UPG,2017,68,1167171
rajawali,KNO,HLP,2014,61,1033953
rajawali,BTO,SRG,2014,66,1134415
rajawali,JOG,SRG,2015,162,3172602
water asia,BTO,HLP,2015,119,2267199
country link,JOG,HLP,2014,196,3893920
country link,KNO,HLP,2014,134,2564231
country link,PKU,UPG,2016,161,3156994
mataram,BDO,HLP,2016,124,2380978
country link,KNO,UPG,2014,161,3153584
country link,PKU,SRG,2017,160,1890835
mataram,BTO,PDG,2015,98,1823425
water asia,BDO,UPG,2017,190,3768938
country link,PKU,HLP,2016,154,2998293
country link,PKU,UPG,2015,126,2425682
country link,JOG,UPG,2017,165,3235030
mataram,JOG,BTH,2014,77,1389189
macan,JOG,HLP,2015,197,3919676
macan,BDO,PDG,2017,187,3710773
macan,BTO,BTH,2014,92,1692047
mataram,BTO,PDG,2014,111,2108088
water asia,JOG,UPG,2016,66,1142512
country link,BTO,HLP,2016,115,2199522
mataram,BDO,SRG,2014,81,1451768
country link,BTO,DPS,2014,81,1457052
water asia,BTO,BTH,2017,114,2164245
mataram,CGK,HLP,2014,84,1511558
rajawali,CGK,BTH,2016,149,2879418
country link,CGK,UPG,2014,94,3981836
country link,JOG,UPG,2014,86,1581892
country link,BDO,SRG,2017,62,1062027
mataram,BDO,SRG,2017,152,2945768
water asia,PKU,HLP,2016,93,1710314
rajawali,KNO,BTH,2016,129,2471704
macan,CGK,PDG,2016,112,2133109
water asia,KNO,PDG,2014,99,1829672
mataram,KNO,DPS,2015,188,3740487
rajawali,KNO,PDG,2014,62,1057204
water asia,CGK,HLP,2016,91,1677586
mataram,KNO,DPS,2014,93,1711521
mataram,PKU,DPS,2014,148,2857182
rajawali,KNO,HLP,2017,71,1240207
rajawali,BDO,SRG,2016,73,1295904
country link,BTO,UPG,2017,145,2796354
water asia,JOG,HLP,2014,157,3340945
rajawali,PKU,HLP,2014,184,3634991
mataram,JOG,DPS,2014,91,1671099
macan,PKU,DPS,2017,91,1673583
country link,KNO,PDG,2016,183,1318440
mataram,BDO,DPS,2016,143,2764728
mataram,CGK,DPS,2015,149,3418503
rajawali,JOG,BTH,2014,146,2823674
macan,CGK,PDG,2016,142,2728099
mataram,JOG,PDG,2015,183,3620263
macan,CGK,HLP,2014,165,3226897
macan,JOG,PDG,2016,106,1999082
mataram,BTO,BTH,2015,68,1165321
rajawali,CGK,BTH,2015,173,3397904
country link,KNO,BTH,2016,200,3992169
macan,PKU,SRG,2014,73,1286253
mataram,PKU,UPG,2015,158,3070160
macan,BTO,BTH,2014,158,3086084
country link,KNO,SRG,2016,64,1097643
macan,PKU,HLP,2016,123,2060076
country link,BDO,PDG,2015,102,2429787
macan,CGK,BTH,2016,85,1538623
country link,CGK,DPS,2014,94,1752784
water asia,BDO,PDG,2014,60,1008214
mataram,JOG,DPS,2016,61,1024208
mataram,JOG,HLP,2017,125,2393370
water asia,KNO,UPG,2014,75,1334942
water asia,BDO,SRG,2015,81,1454869
country link,PKU,HLP,2015,62,1058432
country link,CGK,UPG,2015,100,1851572
mataram,PKU,PDG,2014,179,3530256
water asia,KNO,SRG,2016,93,1730928
macan,CGK,SRG,2014,144,2785979
macan,BDO,HLP,2017,82,1488878
macan,KNO,BTH,2015,146,2827115
mataram,BDO,PDG,2017,175,3451724
macan,BTO,BTH,2014,75,1332196
water asia,BDO,SRG,2014,160,3128841
mataram,BTO,DPS,2015,107,2014328
water asia,KNO,DPS,2014,180,3547599
mataram,JOG,HLP,2014,101,1880435
water asia,PKU,PDG,2014,123,2355913
mataram,BTO,SRG,2016,191,3798791
country link,JOG,UPG,2017,84,1528540
rajawali,PKU,DPS,2014,111,2101200
macan,JOG,HLP,2015,194,3850633
mataram,KNO,BTH,2014,144,2785544
water asia,KNO,BTH,2014,193,3823685
rajawali,PKU,UPG,2014,85,1555397
country link,JOG,SRG,2016,178,3501589
macan,CGK,BTH,2016,129,2478734
rajawali,BDO,HLP,2016,167,3277537
country link,KNO,PDG,2017,190,3767118
water asia,JOG,HLP,2015,78,1410708
water asia,KNO,HLP,2016,126,2415712
country link,JOG,BTH,2017,88,1609844
rajawali,CGK,BTH,2017,193,3837171
macan,JOG,SRG,2016,117,1604095
country link,CGK,UPG,2015,198,3937337
mataram,BTO,HLP,2015,62,1064069
water asia,JOG,PDG,2016,188,3733389
macan,BTO,UPG,2014,114,2167460
water asia,PKU,SRG,2015,113,2153481
mataram,KNO,UPG,2017,147,2843740
rajawali,BDO,PDG,2016,185,3679415
water asia,KNO,SRG,2016,131,2514565
water asia,KNO,PDG,2017,79,1416677
macan,JOG,SRG,2014,94,1744581
water asia,PKU,UPG,2014,102,1898861
country link,PKU,HLP,2015,102,1893461
mataram,BTO,UPG,2016,117,2233593
water asia,KNO,HLP,2016,126,2409778
country link,JOG,PDG,2016,88,3183919
rajawali,BDO,BTH,2014,65,1126827
country link,KNO,HLP,2014,163,3180726
macan,JOG,PDG,2015,135,2604566
macan,JOG,HLP,2016,148,2872975
macan,KNO,HLP,2014,86,1583655
mataram,BDO,BTH,2016,154,3004524
rajawali,PKU,BTH,2014,171,3371748
mataram,CGK,PDG,2016,144,2765602
macan,PKU,DPS,2017,162,3161838
rajawali,JOG,SRG,2016,195,3869640
rajawali,BDO,BTH,2016,90,1650788
country link,PKU,SRG,2015,92,1700664
macan,KNO,BTH,2017,154,3004843
rajawali,KNO,UPG,2014,93,1730968
country link,BTO,SRG,2016,71,1239176
country link,BTO,SRG,2014,157,3061764
rajawali,JOG,SRG,2014,122,2334407
mataram,BTO,SRG,2017,154,2998435
mataram,KNO,SRG,2016,92,1705068
country link,PKU,SRG,2015,110,2094600
country link,BDO,DPS,2015,190,3778154
macan,BDO,PDG,2017,151,2917658
macan,BTO,HLP,2014,94,1744312
rajawali,CGK,DPS,2014,103,1918822
country link,PKU,PDG,2015,182,3605448
water asia,JOG,UPG,2017,140,2703540
water asia,BTO,SRG,2014,138,2666164
macan,BDO,SRG,2016,117,2229278
country link,KNO,UPG,2016,106,2004546
country link,BTO,UPG,2016,90,1647340
country link,PKU,DPS,2015,197,3924085
macan,BDO,BTH,2016,197,3927150
country link,BDO,SRG,2015,184,3648825
country link,CGK,HLP,2014,127,2437986
mataram,JOG,HLP,2016,120,2287189
rajawali,BTO,PDG,2017,89,1636991
mataram,KNO,UPG,2017,189,3744869
country link,BTO,DPS,2016,67,1157640
water asia,BDO,BTH,2016,165,3236296
rajawali,BDO,PDG,2014,92,1691069
mataram,BTO,DPS,2015,154,3006360
country link,KNO,UPG,2017,172,3384897
rajawali,KNO,HLP,2016,102,1897343
country link,KNO,DPS,2014,175,3442289
rajawali,BDO,DPS,2016,106,1985045
mataram,BTO,DPS,2014,173,3395767
rajawali,KNO,SRG,2016,80,1429599
macan,BTO,DPS,2015,80,1444529
mataram,CGK,DPS,2014,188,3727343
water asia,JOG,PDG,2015,178,3514631
macan,BTO,DPS,2016,199,3958208
rajawali,JOG,SRG,2016,100,1864040
water asia,BTO,SRG,2017,179,3530763
mataram,PKU,HLP,2017,75,1320886
mataram,KNO,DPS,2017,104,1937748
water asia,KNO,PDG,2016,95,1770679
mataram,BDO,DPS,2016,167,3281460
country link,KNO,HLP,2016,172,3390256
mataram,PKU,PDG,2016,187,3714296
water asia,JOG,DPS,2016,61,2795371
country link,BTO,DPS,2014,180,3549104
country link,BTO,UPG,2014,138,2656532
country link,CGK,HLP,2014,94,2519843
mataram,PKU,PDG,2017,165,1409206
mataram,CGK,HLP,2014,192,3801213
rajawali,CGK,BTH,2016,92,1166529
mataram,BTO,HLP,2015,78,1402532
mataram,BTO,BTH,2017,174,3432360
mataram,BTO,HLP,2015,98,1809924
water asia,PKU,BTH,2015,97,1799699
water asia,BDO,UPG,2015,161,3156238
country link,KNO,HLP,2016,137,2632848
water asia,JOG,SRG,2015,143,2759438
mataram,JOG,BTH,2017,106,2649691
country link,JOG,SRG,2014,113,2146475
country link,KNO,BTH,2017,151,2933437
rajawali,BTO,UPG,2016,166,3266232
macan,BTO,SRG,2016,103,2991029
water asia,KNO,UPG,2017,178,3513493
macan,JOG,HLP,2015,86,1577559
rajawali,BDO,SRG,2017,180,3555549
country link,CGK,HLP,2016,65,1120297
macan,BDO,UPG,2014,70,1234781
mataram,PKU,PDG,2014,124,2387632
water asia,PKU,UPG,2015,166,3260610
mataram,BTO,SRG,2015,151,2933133
rajawali,BDO,PDG,2015,153,2977086
water asia,PKU,BTH,2017,65,1113955
country link,KNO,HLP,2014,83,1493640
country link,BDO,PDG,2016,61,1035887
water asia,PKU,PDG,2015,187,3718487
rajawali,JOG,SRG,2017,143,2750414
macan,BDO,SRG,2015,200,3975517
water asia,JOG,UPG,2016,71,1255607
water asia,JOG,DPS,2014,114,2164579
mataram,BTO,HLP,2014,107,2011550
rajawali,BTO,PDG,2017,80,1443968
macan,JOG,UPG,2015,118,2251545
mataram,KNO,UPG,2016,78,3933648
country link,BDO,BTH,2014,63,1077869
macan,BDO,DPS,2014,193,3826972
mataram,CGK,HLP,2016,133,2561397
water asia,JOG,BTH,2016,113,2143409
water asia,KNO,PDG,2014,111,2121920
mataram,PKU,SRG,2014,131,2522977
water asia,JOG,PDG,2016,143,2749756
mataram,BDO,HLP,2014,116,2210280
rajawali,BTO,HLP,2014,171,3368751
mataram,JOG,HLP,2015,121,2308933
water asia,CGK,PDG,2017,74,1312814
mataram,CGK,DPS,2017,134,2579636
macan,CGK,BTH,2016,188,3729157
rajawali,CGK,HLP,2015,103,1935371
water asia,BTO,DPS,2015,169,3325398
rajawali,PKU,BTH,2017,118,2252373
country link,BTO,HLP,2017,65,1130665
water asia,JOG,PDG,2017,200,1804229
country link,JOG,BTH,2015,115,2185573
macan,BTO,HLP,2016,88,1617570
mataram,CGK,HLP,2015,148,2856899
macan,BDO,SRG,2016,177,3482005
macan,BDO,BTH,2014,184,3629878
water asia,KNO,HLP,2016,124,2375512
macan,PKU,PDG,2014,79,1423189
rajawali,KNO,UPG,2017,200,3985326
mataram,BTO,DPS,2015,175,3443047
macan,JOG,UPG,2015,118,2252300
macan,KNO,BTH,2015,160,3131836
mataram,BTO,PDG,2015,85,1541714
rajawali,BDO,BTH,2016,176,3464928
country link,PKU,BTH,2014,197,3903268
rajawali,KNO,SRG,2016,139,2679943
macan,CGK,HLP,2015,67,1154219
macan,JOG,DPS,2015,161,3150902
rajawali,JOG,UPG,2017,179,3536935
mataram,JOG,DPS,2016,155,3011843
macan,JOG,BTH,2015,114,2177311
macan,PKU,SRG,2014,97,1807241
water asia,JOG,BTH,2015,89,1644516
rajawali,BTO,PDG,2015,95,1346326
water asia,BTO,DPS,2014,136,2627772
rajawali,KNO,DPS,2015,85,1540706
water asia,BTO,PDG,2014,162,3168135
water asia,BTO,SRG,2016,145,2794830
country link,PKU,DPS,2014,74,1302857
macan,KNO,PDG,2016,95,1760956
macan,PKU,HLP,2016,66,1131817
water asia,BTO,HLP,2017,164,3205873
macan,BTO,HLP,2014,119,2272938
mataram,BTO,PDG,2016,187,3720567
water asia,BTO,BTH,2017,64,1097908
macan,KNO,PDG,2017,198,3929484
mataram,JOG,DPS,2016,173,3402767
rajawali,KNO,SRG,2015,96,1781609
macan,PKU,PDG,2015,117,2229897
country link,KNO,PDG,2016,180,3550689
mataram,JOG,UPG,2014,99,1943657
rajawali,CGK,UPG,2017,121,2314922
country link,JOG,DPS,2014,64,1100286
country link,PKU,SRG,2014,134,2584282
water asia,KNO,HLP,2014,197,3908437
country link,BDO,SRG,2015,176,3466114
water asia,KNO,UPG,2014,147,2847945
country link,KNO,SRG,2017,88,1624834
country link,PKU,BTH,2016,81,1449378
macan,CGK,DPS,2016,108,2051035
macan,KNO,PDG,2017,106,1786446
country link,CGK,BTH,2017,65,1107946
macan,BTO,SRG,2016,143,2751688
mataram,JOG,HLP,2014,63,1072686
macan,BDO,UPG,2015,105,1982783
water asia,PKU,HLP,2016,185,3679914
macan,BDO,DPS,2017,194,3846098
macan,JOG,PDG,2017,68,1186099
macan,CGK,HLP,2014,141,2717329
rajawali,PKU,PDG,2017,163,1620461
macan,BDO,DPS,2017,174,1078857
water asia,JOG,HLP,2015,118,2244487
macan,CGK,BTH,2015,94,1753977
water asia,CGK,UPG,2015,83,1496946
mataram,KNO,PDG,2016,125,2396730
country link,CGK,BTH,2015,178,3506087
rajawali,JOG,PDG,2015,157,3066590
macan,BDO,HLP,2015,198,3951142
macan,BDO,PDG,2017,64,1096881
country link,CGK,BTH,2014,173,3531286
water asia,PKU,SRG,2014,86,1568567
rajawali,CGK,UPG,2015,164,3517861
country link,BDO,PDG,2015,190,3766739
country link,PKU,UPG,2015,118,2249572
country link,CGK,HLP,2014,96,1776837
mataram,KNO,BTH,2017,100,1859530
water asia,BDO,DPS,2017,171,3375211
macan,CGK,PDG,2016,160,3120988
mataram,BDO,DPS,2015,88,1626542
macan,JOG,HLP,2014,138,1470647
macan,BDO,DPS,2014,125,2396877
mataram,JOG,SRG,2015,142,2732033
country link,BTO,PDG,2016,143,2756391
country link,PKU,BTH,2017,105,1968354
country link,JOG,PDG,2015,198,3938532
water asia,CGK,DPS,2015,179,3521991
country link,JOG,PDG,2017,134,2588108
water asia,BTO,UPG,2017,128,2453696
rajawali,KNO,UPG,2017,181,3584856
rajawali,BTO,PDG,2017,102,1907571
mataram,PKU,UPG,2015,74,1299655
water asia,JOG,UPG,2015,68,1174067
mataram,BTO,SRG,2016,152,2957939
rajawali,CGK,SRG,2016,185,3657740
rajawali,JOG,HLP,2016,134,2568892
water asia,KNO,SRG,2015,134,2585249
water asia,KNO,PDG,2014,195,3866721
rajawali,JOG,UPG,2015,84,1534795
mataram,CGK,PDG,2017,125,2391637
country link,PKU,SRG,2014,98,1810048
rajawali,PKU,SRG,2015,92,1697979
water asia,CGK,BTH,2015,199,3967236
water asia,KNO,BTH,2017,181,3571163
mataram,BDO,HLP,2015,62,1047066
mataram,BDO,DPS,2015,143,2763047
country link,PKU,HLP,2016,129,2469404
macan,PKU,SRG,2016,91,1680054
country link,KNO,HLP,2015,123,2351948
macan,BTO,BTH,2015,147,2834422
water asia,KNO,SRG,2016,167,3281063
rajawali,CGK,HLP,2015,81,1451380
rajawali,KNO,DPS,2016,65,1109340
rajawali,BDO,DPS,2014,112,2138684
mataram,BDO,UPG,2017,170,3352724
rajawali,PKU,DPS,2016,75,1324562
rajawali,JOG,UPG,2014,140,2700204
macan,JOG,DPS,2014,96,1793747
rajawali,JOG,UPG,2017,66,1132381
rajawali,PKU,PDG,2017,124,2382569
macan,KNO,SRG,2017,181,3581331
country link,KNO,DPS,2016,150,2907186
water asia,KNO,SRG,2014,62,1063673
mataram,CGK,SRG,2015,156,3043926
rajawali,JOG,DPS,2017,179,3525748
water asia,KNO,BTH,2017,148,2858584
mataram,CGK,HLP,2016,140,2696550
rajawali,CGK,PDG,2016,92,1693478
rajawali,CGK,DPS,2017,177,3479681
country link,BTO,BTH,2016,62,1056990
mataram,KNO,BTH,2017,69,1217751
country link,PKU,SRG,2016,104,2647778
water asia,BTO,BTH,2014,186,3683779
rajawali,JOG,PDG,2015,73,1294554
macan,KNO,PDG,2016,155,3015327
water asia,KNO,SRG,2017,127,2431303
country link,CGK,BTH,2014,76,1359175
mataram,PKU,PDG,2016,68,1186789
rajawali,CGK,HLP,2016,122,2337314
rajawali,PKU,PDG,2014,180,3545368
mataram,BTO,BTH,2014,182,3594860
rajawali,CGK,DPS,2016,146,2829578
mataram,KNO,DPS,2015,112,2130063
water asia,PKU,DPS,2017,136,2615755
water asia,BDO,SRG,2016,130,2492913
macan,CGK,PDG,2016,144,2770981
rajawali,PKU,PDG,2014,134,2068540
country link,PKU,SRG,2016,73,1295608
rajawali,PKU,UPG,2016,183,3617971
country link,PKU,SRG,2017,72,1267685
macan,PKU,SRG,2016,133,3198296
macan,JOG,PDG,2015,145,2793848
macan,PKU,DPS,2015,92,1689124
water asia,JOG,BTH,2014,119,2270461
rajawali,BTO,BTH,2016,66,1141768
macan,JOG,UPG,2017,136,2607809
macan,BTO,HLP,2016,157,3056348
rajawali,KNO,UPG,2017,162,3169172
water asia,BDO,HLP,2015,127,2430604
macan,JOG,HLP,2017,78,1392211
mataram,BDO,BTH,2017,74,1314964
country link,BTO,UPG,2016,188,1444691
macan,BDO,UPG,2016,138,2658934
mataram,BDO,UPG,2016,106,1984850
mataram,JOG,DPS,2015,192,3818969
country link,PKU,UPG,2017,146,2811471
water asia,JOG,BTH,2015,198,3948743
rajawali,BDO,BTH,2016,94,1744243
mataram,JOG,UPG,2014,160,2746951
rajawali,BTO,SRG,2016,167,3282104
water asia,PKU,PDG,2015,138,2657461
country link,PKU,HLP,2015,152,2944335
rajawali,PKU,SRG,2014,121,2320107
country link,CGK,HLP,2015,82,1478219
water asia,BTO,HLP,2014,62,1784597
water asia,JOG,DPS,2017,148,2861524
mataram,PKU,UPG,2017,73,1285952
macan,JOG,BTH,2016,75,1330349
country link,BTO,DPS,2017,104,1949515
rajawali,CGK,UPG,2015,123,2360332
mataram,KNO,SRG,2014,74,1305288
macan,BDO,PDG,2016,93,1730167
water asia,BTO,DPS,2015,162,3172135
rajawali,JOG,UPG,2015,149,2879052
rajawali,BTO,PDG,2016,110,2091505
rajawali,JOG,BTH,2014,163,3190379
macan,BDO,SRG,2015,123,2362185
rajawali,CGK,DPS,2016,176,3463962
rajawali,BDO,BTH,2017,74,1299059
macan,BDO,SRG,2017,174,3429718
macan,BTO,HLP,2016,166,3250741
country link,BTO,PDG,2015,71,1256433
